Unnamed: 0.1,Unnamed: 0,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BP-RP,BP-G,G-RP,pscol,Teff,Dist,Rad,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,SpType-ELS
37344,37344,295.92966370058,17.94057932549,1824120443718822656,1.1378,2.008,1.832,-0.823,10.440481,0.002767,10.547653,0.002867,10.229873,0.003806,10.117198,0.00846,0.317781,0.107172,0.210608,,9516.2,916.0493,3.5095,83.82156,2.704,0.402,0.46336532,A      
7769,7769,62.99488795422,49.44827226527,246563012922900352,1.9116,5.932,4.558,-3.797,11.532957,0.002765,11.938499,0.002855,10.938782,0.003793,10.692995,0.006994,0.999718,0.405542,0.594175,,7972.7,459.5341,2.0319,18.577066,1.913,0.841,0.5148372,A      
22576,22576,33.93561529092,59.5497955076,507250760245977856,2.6697,20.833,15.632,-13.771,9.856506,0.002759,10.151456,0.002817,9.381393,0.003789,9.175769,0.007234,0.770062,0.29495,0.475113,,9576.0,381.0895,2.8084,58.335613,2.517,0.418,0.47844365,A      
27431,27431,136.15449162933,1.05072716902,576639766540325760,2.671,16.349,-14.169,-8.157,10.098441,0.002763,10.230092,0.002807,9.857124,0.003795,9.767424,0.014151,0.372968,0.131651,0.241317,,7659.5,347.435,1.6994,9.525465,1.649,1.087,0.53816193,A      
93751,93751,101.49202426387,-6.96990298345,3100174881081272064,0.3161,2.703,-2.312,1.401,13.920814,0.00935,14.238999,0.027163,13.448823,0.028378,13.030252,0.097356,0.790176,0.318186,0.471991,,6808.6,1922.2596,2.536,25.284058,1.997,1.084,0.41740543,A      
72547,72547,329.89360136292,64.73350655883,2218344256134823680,1.167,7.325,4.545,5.744,12.601744,0.002761,12.927877,0.002851,12.1062,0.003796,11.909141,0.020083,0.821677,0.326134,0.495543,,7202.4,828.6155,2.0349,9.66101,1.639,1.277,0.46523786,A      
9073,9073,82.06949097258,50.78113768024,261922052196289280,1.23,3.845,2.644,-2.792,11.72104,0.002794,11.89363,0.002867,11.390898,0.003805,11.255497,0.011171,0.502732,0.17259,0.330142,,8142.3,717.5779,1.9458,16.141447,1.877,0.742,0.526126,A      
138316,38316,9.83201163634,63.45993779026,430845284917487488,0.2795,2.518,-2.494,-0.347,16.24097,0.002787,16.930027,0.004472,15.422492,0.004192,,,1.507535,0.689056,0.818479,,9733.4,3459.753,2.4593,49.742966,2.457,0.384,0.48349592,B      
53965,53965,300.52642725343,28.17547830061,2028974681302504448,0.5107,6.174,-2.613,-5.594,15.304234,0.002768,16.175005,0.003231,14.373118,0.00387,13.796287,0.080208,1.801887,0.870771,0.931115,,9446.7,1466.2355,2.0439,48.375225,2.417,0.44,0.75478345,A      
181642,81642,305.8612356574,9.48615974203,1753200294407402752,0.2461,4.039,-1.581,-3.717,16.42906,0.002836,16.416008,0.004307,16.462206,0.006582,,,-0.046198,-0.013052,-0.033146,,15032.5,14096.4375,1.9251,156.76466,,,1.2359467,B      
119315,19315,51.30999006276,41.47007410143,237873125854483328,0.2757,1.528,0.514,1.439,14.392897,0.002858,14.535502,0.00329,14.139211,0.004638,,,0.396292,0.142606,0.253686,,10239.8,3281.2522,2.1004,41.54516,2.436,0.229,0.5352358,B      
170714,70714,29.92078356725,63.54385373488,517915232761069312,0.2355,1.028,-0.568,0.857,14.288398,0.002761,14.560158,0.002874,13.838121,0.003838,,,0.722036,0.27176,0.450276,,10222.5,4068.1296,3.6125,112.46626,2.916,0.317,0.4445918,B      
96701,96701,109.27092310082,1.2866728634,3111769025035190400,0.2701,2.92,-2.919,-0.068,14.057844,0.002848,14.279657,0.003086,13.666291,0.004264,13.534566,0.132073,0.613366,0.221813,0.391553,,7796.0,1714.6254,1.7072,9.038856,1.671,0.612,0.5853282,A      
145831,45831,38.6140688458,57.82435298621,458122312974720128,0.2793,1.338,-0.297,-1.304,14.785841,0.002767,15.187495,0.002963,14.184384,0.003828,,,1.003111,0.401654,0.601457,,10165.3,2688.5815,2.4311,78.46729,2.712,0.337,0.4849024,B      
